name,auditor,CG,index,sector,free_float,is_trust
SYNEX,KPMG PHOOMCHAI AUDIT LIMITED,4,"['sSET', 'SETTHSI']",Information & Communication Technology,25.31,False
SYNTEC,KARIN AUDIT COMPANY LIMITED,5,['SET'],Construction Services,67.40,False
T,"DELOITTE TOUCHE TOHMATSU JAIYOS  AUDIT CO., LTD.",4,['mai'],Property & Construction,69.41,False
TACC,EY OFFICE LIMITED,5,['mai'],Agro & Food Industry,60.96,False
TAE,EY OFFICE LIMITED,4,['SET'],Energy & Utilities,41.02,False
TAKUNI,KPMG PHOOMCHAI AUDIT LIMITED,4,['mai'],Resources,48.20,False
TAPAC,PROUD IN PRO COMPANY LIMITED,0,['mai'],Property & Construction,40.57,False
TASCO,EY OFFICE LIMITED,5,"['SET100', 'SETCLMV', 'SETHD', 'SETTHSI']",Construction Materials,39.44,False
TBSP,KPMG PHOOMCHAI AUDIT LIMITED,4,['SET'],Media & Publishing,2.77,False
TC,KPMG PHOOMCHAI AUDIT LIMITED,3,['SET'],Food & Beverage,44.53,False
TCAP,EY OFFICE LIMITED,5,"['SET100', 'SETHD']",Banking,68.54,False
TCC,SIAM TRUTH AUDIT COMPANY LIMITED,4,['SET'],Energy & Utilities,59.33,False
TCCC,"DELOITTE TOUCHE TOHMATSU JAIYOS  AUDIT CO., LTD.",3,['SET'],Petrochemicals & Chemicals,7.56,False
TCJ,"DHARMNITI AUDITING CO., LTD.",0,['SET'],Industrial Materials & Machinery,68.52,False
TCMC,"DHARMNITI AUDITING CO., LTD.",4,['SET'],Construction Materials,62.92,False
TCOAT,"DHARMNITI AUDITING CO., LTD.",0,['SET'],Packaging,26.66,False
TEAM,DR.VIRACH AND ASSOCIATES,4,['SET'],Electronic Components,26.97,False
TEAMG,EY OFFICE LIMITED,4,['SET'],Construction Services,53.79,False
TFFIF,EY OFFICE LIMITED,0,['SET'],Transportation & Logistics,92.19,True
TFG,KPMG PHOOMCHAI AUDIT LIMITED,4,['SET'],Food & Beverage,17.90,False
TFI,KARIN AUDIT COMPANY LIMITED,0,['SET'],Packaging,15.86,False
TFMAMA,EY OFFICE LIMITED,5,['SET'],Food & Beverage,24.73,False
TGH,KPMG PHOOMCHAI AUDIT LIMITED,4,['SET'],Insurance,19.16,False
TGPRO,KARIN AUDIT COMPANY LIMITED,0,['SET'],Steel,60.53,False
TH,"BUNCHIKIJ CO., LTD.",0,['SET'],Media & Publishing,49.89,False
THAI,"DELOITTE TOUCHE TOHMATSU JAIYOS  AUDIT CO., LTD.",0,['SET'],Transportation & Logistics,52.14,False
THANA,KARIN AUDIT COMPANY LIMITED,5,['mai'],Property & Construction,31.09,False
THANI,EY OFFICE LIMITED,5,"['SET100', 'SETHD']",Finance & Securities,34.13,False
THCOM,"DELOITTE TOUCHE TOHMATSU JAIYOS  AUDIT CO., LTD.",5,"['sSET', 'SETCLMV', 'SETTHSI']",Information & Communication Technology,58.86,False
THE,KPMG PHOOMCHAI AUDIT LIMITED,0,['SET'],Steel,28.99,False
THG,PRICEWATERHOUSE COOPERS ABAS LIMITED,5,['SETWB'],Health Care Services,53.30,False
THIP,EY OFFICE LIMITED,5,['SET'],Packaging,30.85,False
THL,A.M.T. & ASSOCIATES,0,['SET'],Mining,43.46,False
THMUI,EY OFFICE LIMITED,3,['mai'],Services,37.01,False
THRE,EY OFFICE LIMITED,5,['sSET'],Insurance,50.60,False
THREL,EY OFFICE LIMITED,5,['SET'],Insurance,88.47,False
TIF1,SP AUDIT COMPANY LIMITED,0,['SET'],Property Fund & REITs,No Data,True
TIGER,"AST MASTER CO., LTD.",4,['mai'],Property & Construction,27.56,False
TIP,PRICEWATERHOUSE COOPERS ABAS LIMITED,5,['sSET'],Insurance,54.50,False
TIPCO,EY OFFICE LIMITED,5,['sSET'],Food & Beverage,49.36,False
TISCO,EY OFFICE LIMITED,5,"['SET50', 'SETHD', 'SETTHSI']",Banking,82.04,False
TITLE,SIAM TRUTH AUDIT COMPANY LIMITED,4,['mai'],Property & Construction,30.40,False
TK,"M.R. & ASSOCIATES CO., LTD.",5,['SET'],Finance & Securities,25.88,False
TKN,"DELOITTE TOUCHE TOHMATSU JAIYOS  AUDIT CO., LTD.",4,['SETWB'],Food & Beverage,41.16,False
TKS,KPMG PHOOMCHAI AUDIT LIMITED,4,['sSET'],Media & Publishing,59.05,False
TKT,KARIN AUDIT COMPANY LIMITED,5,['SET'],Automotive,47.91,False
TLHPF,PV AUDIT COMPANY LIMITED,0,['SET'],Property Fund & REITs,No Data,True
TM,"M.R. & ASSOCIATES CO., LTD.",4,['mai'],Consumer Products,39.23,False
TMB,KPMG PHOOMCHAI AUDIT LIMITED,5,"['SET50', 'SETTHSI']",Banking,29.59,False
TMC,"SAMNAK-NGAN A.M.C. CO., LTD.",4,['mai'],Industrial,69.28,False
TMD,"BUNCHIKIJ CO., LTD.",4,['SET'],Packaging,34.31,False
TMI,"AST MASTER CO., LTD.",4,['mai'],Industrial,28.08,False
TMILL,"SAMNAK-NGAN A.M.C. CO., LTD.",5,['mai'],Agro & Food Industry,29.54,False
TMT,PRICEWATERHOUSE COOPERS ABAS LIMITED,4,['SET'],Steel,26.84,False
TMW,EY OFFICE LIMITED,0,['mai'],Industrial,21.37,False
TNDT,"M.R. & ASSOCIATES CO., LTD.",5,['mai'],Services,51.41,False
TNH,EY OFFICE LIMITED,3,['mai'],Services,41.12,False
TNITY,EY OFFICE LIMITED,4,['SET'],Finance & Securities,52.53,False
TNL,ASV & ASSOCIATES LIMITED,5,['SET'],Fashion,25.04,False
TNP,"ANS AUDIT CO., LTD.",4,['mai'],Services,27.60,False
TNPC,"DHARMNITI AUDITING CO., LTD.",0,['SET'],Automotive,64.52,False
TNPF,PRICEWATERHOUSE COOPERS ABAS LIMITED,0,['SET'],Property Fund & REITs,No Data,True
TNR,PRICEWATERHOUSE COOPERS ABAS LIMITED,4,['SET'],Personal Products & Pharmaceuticals,22.53,False
TOA,PRICEWATERHOUSE COOPERS ABAS LIMITED,5,"['SET50', 'SETTHSI']",Construction Materials,25.02,False
TOG,EY OFFICE LIMITED,4,['SET'],Personal Products & Pharmaceuticals,47.24,False
TOP,PRICEWATERHOUSE COOPERS ABAS LIMITED,5,"['SET50', 'SETCLMV', 'SETHD', 'SETTHSI']",Energy & Utilities,51.96,False
TOPP,A.M.T. & ASSOCIATES,3,['SET'],Packaging,25.25,False
TPA,EY OFFICE LIMITED,4,['SET'],Petrochemicals & Chemicals,23.55,False
TPAC,EY OFFICE LIMITED,4,['mai'],Industrial,20.50,False
TPBI,EY OFFICE LIMITED,5,['SET'],Packaging,36.60,False
TPCH,"D I A INTERNATIONAL AUDIT CO.,LTD.",3,['mai'],Resources,57.44,False
TPCORP,ASV & ASSOCIATES LIMITED,4,['SET'],Fashion,25.64,False
TPIPL,KPMG PHOOMCHAI AUDIT LIMITED,0,['SET'],Construction Materials,39.71,False
TPIPP,KPMG PHOOMCHAI AUDIT LIMITED,3,"['SET100', 'SETHD']",Energy & Utilities,28.71,False
TPLAS,"M.R. & ASSOCIATES CO., LTD.",3,['mai'],Industrial,25.74,False
TPOLY,"D I A INTERNATIONAL AUDIT CO.,LTD.",4,['SET'],Construction Services,56.05,False
TPP,DR.VIRACH AND ASSOCIATES,0,['SET'],Packaging,28.55,False
TPRIME,EY OFFICE LIMITED,0,['SET'],Property Fund & REITs,37.90,True
TPS,"DHARMNITI AUDITING CO., LTD.",4,['mai'],Technology,31.67,False
TQM,KPMG PHOOMCHAI AUDIT LIMITED,5,['SET100'],Insurance,40.58,False
TQR,PRICEWATERHOUSE COOPERS ABAS LIMITED,0,['mai'],Financials,25.06,False
TR,KPMG PHOOMCHAI AUDIT LIMITED,0,['SET'],Fashion,43.63,False
TRC,"DHARMNITI AUDITING CO., LTD.",5,['SET'],Construction Services,69.67,False
TRITN,"DELOITTE TOUCHE TOHMATSU JAIYOS  AUDIT CO., LTD.",4,['sSET'],Construction Services,65.82,False
TRT,A.M.T. & ASSOCIATES,4,['mai'],Resources,67.09,False
TRU,"ANS AUDIT CO., LTD.",4,['SET'],Automotive,26.37,False
TRUBB,KPMG PHOOMCHAI AUDIT LIMITED,0,['SET'],Agribusiness,59.67,False
TRUE,PRICEWATERHOUSE COOPERS ABAS LIMITED,5,"['SET50', 'SETTHSI']",Information & Communication Technology,31.86,False
TSC,EY OFFICE LIMITED,5,['SET'],Automotive,19.21,False
TSE,PRICEWATERHOUSE COOPERS ABAS LIMITED,4,['sSET'],Energy & Utilities,38.94,False
TSF,"D I A INTERNATIONAL AUDIT CO.,LTD.",0,['mai'],Services,99.85,False
TSI,MAZARS COMPANY LIMITED,0,['SET'],Insurance,32.65,False
TSR,KPMG PHOOMCHAI AUDIT LIMITED,5,['SET'],Home & Office Products,37.29,False
TSTE,"SAMNAK-NGAN A.M.C. CO., LTD.",5,['SET'],Transportation & Logistics,25.88,False
TSTH,PRICEWATERHOUSE COOPERS ABAS LIMITED,5,['SET'],Steel,32.09,False
TTA,KPMG PHOOMCHAI AUDIT LIMITED,5,['sSET'],Transportation & Logistics,67.48,False
TTCL,"GRANT THORNTON CO., LTD.",5,['SET'],Construction Services,63.00,False
TTI,"AST MASTER CO., LTD.",3,['SET'],Fashion,33.65,False
TTLPF,PRICEWATERHOUSE COOPERS ABAS LIMITED,0,['SET'],Property Fund & REITs,No Data,True
TTT,KPMG PHOOMCHAI AUDIT LIMITED,0,['SET'],Fashion,30.64,False
TTW,EY OFFICE LIMITED,5,"['SET100', 'SETHD', 'SETTHSI']",Energy & Utilities,36.11,False
TU,PRICEWATERHOUSE COOPERS ABAS LIMITED,5,"['SET50', 'SETTHSI', 'SETWB']",Food & Beverage,64.99,False
TU-PF,"D I A INTERNATIONAL AUDIT CO.,LTD.",0,['SET'],Property Fund & REITs,No Data,True
TVD,"DHARMNITI AUDITING CO., LTD.",5,['mai'],Services,59.41,False
TVI,EY OFFICE LIMITED,5,['SET'],Insurance,30.24,False
TVO,EY OFFICE LIMITED,5,"['SET100', 'SETHD', 'SETTHSI', 'SETWB']",Food & Beverage,61.94,False
TVT,DR.VIRACH AND ASSOCIATES,4,['mai'],Services,38.21,False
TWP,"BUNCHIKIJ CO., LTD.",4,['SET'],Steel,53.05,False
TWPC,EY OFFICE LIMITED,5,['sSET'],Agribusiness,50.26,False
TWZ,KARIN AUDIT COMPANY LIMITED,0,['SET'],Information & Communication Technology,83.23,False
TYCN,EY OFFICE LIMITED,3,['SET'],Steel,29.56,False
U,EY OFFICE LIMITED,5,['sSET'],Property Development,52.99,False
UAC,EY OFFICE LIMITED,5,['sSET'],Petrochemicals & Chemicals,31.76,False
UBIS,KPMG PHOOMCHAI AUDIT LIMITED,5,['mai'],Industrial,31.40,False
UEC,EY OFFICE LIMITED,4,['mai'],Industrial,71.01,False
UKEM,"DHARMNITI AUDITING CO., LTD.",3,['mai'],Industrial,55.44,False
UMI,KARIN AUDIT COMPANY LIMITED,4,['SET'],Construction Materials,58.51,False
UMS,KPMG PHOOMCHAI AUDIT LIMITED,3,['mai'],Resources,6.14,False
UNIQ,BAKER TILLY AUDIT AND ADVISORY SERVICES (THAILAND) LTD.,0,['sSET'],Construction Services,56.52,False
UOBKH,"DELOITTE TOUCHE TOHMATSU JAIYOS  AUDIT CO., LTD.",4,['SET'],Finance & Securities,12.81,False
UP,EY OFFICE LIMITED,4,['SET'],Petrochemicals & Chemicals,30.17,False
UPA,PRICEWATERHOUSE COOPERS ABAS LIMITED,0,['mai'],Resources,63.57,False
UPF,EY OFFICE LIMITED,4,['SET'],Fashion,18.19,False
UPOIC,EY OFFICE LIMITED,4,['SET'],Agribusiness,24.34,False
URBNPF,"DHARMNITI AUDITING CO., LTD.",0,['SET'],Property Fund & REITs,No Data,True
UREKA,KARIN AUDIT COMPANY LIMITED,0,['mai'],Industrial,58.67,False
UT,EY OFFICE LIMITED,4,['SET'],Fashion,25.23,False
UTP,"D I A INTERNATIONAL AUDIT CO.,LTD.",4,"['sSET', 'SETCLMV']",Paper & Printing Materials,39.61,False
UV,KPMG PHOOMCHAI AUDIT LIMITED,5,['sSET'],Property Development,33.70,False
UVAN,PRICEWATERHOUSE COOPERS ABAS LIMITED,0,['SET'],Agribusiness,48.28,False
UWC,SP AUDIT COMPANY LIMITED,4,['mai'],Resources,62.28,False
VARO,EY OFFICE LIMITED,0,['SET'],Industrial Materials & Machinery,23.78,False
VCOM,KPMG PHOOMCHAI AUDIT LIMITED,3,['mai'],Technology,25.17,False
VGI,EY OFFICE LIMITED,5,['SET50'],Media & Publishing,24.70,False
VI,"BPR AUDIT AND ADVISORY CO., LTD.",0,['SET'],Companies Under Rehabilitation,14.58,False
VIBHA,"DHARMNITI AUDITING CO., LTD.",0,['SETWB'],Health Care Services,35.44,False
VIH,EY OFFICE LIMITED,5,['sSET'],Health Care Services,29.57,False
VL,"DHARMNITI AUDITING CO., LTD.",4,['mai'],Services,32.43,False
VNG,"SAMNAK-NGAN A.M.C. CO., LTD.",0,['SET'],Construction Materials,23.87,False
VNT,KPMG PHOOMCHAI AUDIT LIMITED,4,['SET'],Petrochemicals & Chemicals,16.24,False
VPO,PRICEWATERHOUSE COOPERS ABAS LIMITED,4,['SET'],Agribusiness,32.23,False
VRANDA,KPMG PHOOMCHAI AUDIT LIMITED,3,['SET'],Tourism & Leisure,33.57,False
W,"GRANT THORNTON CO., LTD.",0,['SET'],Electronic Components,24.14,False
WACOAL,"DELOITTE TOUCHE TOHMATSU JAIYOS  AUDIT CO., LTD.",5,['SET'],Fashion,27.89,False
WAVE,PRICEWATERHOUSE COOPERS ABAS LIMITED,5,['SET'],Media & Publishing,44.57,False
WGE,"D I A INTERNATIONAL AUDIT CO.,LTD.",0,['SET'],Construction Services,26.25,False
WHA,PRICEWATERHOUSE COOPERS ABAS LIMITED,5,"['SET100', 'SETTHSI']",Property Development,56.78,False
WHABT,PRICEWATERHOUSE COOPERS ABAS LIMITED,0,['SET'],Property Fund & REITs,84.41,True
WHART,PRICEWATERHOUSE COOPERS ABAS LIMITED,0,['SET'],Property Fund & REITs,84.19,True
WHAUP,PRICEWATERHOUSE COOPERS ABAS LIMITED,5,"['SET100', 'SETHD', 'SETTHSI']",Energy & Utilities,26.80,False
WICE,EY OFFICE LIMITED,5,['sSET'],Transportation & Logistics,40.53,False
WIIK,EY OFFICE LIMITED,4,['SET'],Construction Materials,72.32,False
WIN,CWWP COMPANY COMPANY LIMITED,3,['SET'],Property Development,32.17,False
WINNER,EY OFFICE LIMITED,5,['mai'],Services,38.90,False
WORK,KPMG PHOOMCHAI AUDIT LIMITED,3,['sSET'],Media & Publishing,49.07,False
WORLD,PRICEWATERHOUSE COOPERS ABAS LIMITED,0,['SET'],Companies Under Rehabilitation,15.15,False
WP,PRICEWATERHOUSE COOPERS ABAS LIMITED,4,['SET'],Energy & Utilities,42.55,False
WPH,"DHARMNITI AUDITING CO., LTD.",3,['SET'],Health Care Services,29.12,False
WR,PRICEWATERHOUSE COOPERS ABAS LIMITED,0,['SET'],Companies Under Rehabilitation,2.96,False
XO,KPMG PHOOMCHAI AUDIT LIMITED,4,['mai'],Agro & Food Industry,29.60,False
YCI,SIAM TRUTH AUDIT COMPANY LIMITED,0,['SET'],Petrochemicals & Chemicals,43.53,False
YGG,PRICEWATERHOUSE COOPERS ABAS LIMITED,0,['mai'],Services,22.09,False
YUASA,EY OFFICE LIMITED,4,['mai'],Industrial,15.27,False
ZEN,KPMG PHOOMCHAI AUDIT LIMITED,4,['sSET'],Food & Beverage,26.86,False
ZIGA,"ANS AUDIT CO., LTD.",4,['mai'],Industrial,39.75,False
ZMICO,EY OFFICE LIMITED,4,['SET'],Finance & Securities,64.95,False
2S,"GRANT THORNTON CO., LTD.",4,['mai'],Industrial,58.29,False
3K-BAT,EY OFFICE LIMITED,0,['SET'],Automotive,2.10,False
7UP,MAZARS COMPANY LIMITED,3,['SET'],Energy & Utilities,91.98,False
